phonetic_transcription;wav_path;speaker
#p pp oo dd 'ee mm uc zz aa zh uu dd 'aa rf vv oo ss 'ee #s mm 'aa ss pp 'aa rr ac 'ii ss uc pp rd ee ss ii zz 'an mm uc ss kk ic nn uc zz in ff 'oh rf mm ic ss 'ee uw nn 'oh mm ic kk on pp ll 'eh tt uc ic ss 'ee pp 'ee 'eh ff ic #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0049.wav;adriana
#p tt 'en ts ic uu zz 'aa rr 'oo uw tt rd ac ss pp aa ll 'aa vv rd ac ss #c 'oo uw ff aa ll 'aa rf dz ic 'oo uw tt rd uc zh 'ee ij tt uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0691.wav;adriana
#p tt 'an tt uc tt 'en pp uc ff 'oh rr ac dd ac ss kk uw 'aa dd rd ac zz nn 'an wn kk uu ss tt 'oo uw lh ic ac ll ii dd ee rr 'an ss ac dd uc rx 'an kk in #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0052.wav;adriana
#p kk 'oo mm uc vv oo ss 'ee tt 'en kk 'on tt ac dz ii zh ii tt 'aa uw #c pp 'oh dz ic rx ee ss ee bb 'ee rr ac ss ff aa tt 'uu rr ac ss pp oo rr ee mm 'ee ij oo uw ic pp aa gg 'aa ll ac zz en kk uw aa uw kk 'eh rr aa zh 'en ss ij ac ll oo tt 'eh rr ic kk ac dd uc pp aa 'ii zz aa tt 'eh uc vv en ss ii mm 'en tt uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_aco/wav22/eps_neutro_aco0099.wav;adriana
#p kk rd ii ss ts ii 'an nn uc rx oo nn 'aa uw dd uc bb rd 'aa gg ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0418.wav;adriana
#p aa dd oo ll ee ss 'en ts ic ss ic mm oo ss tt rd 'oo uw un gg rd 'an dz ic aa uw ss ii ll ii 'aa rf nn 'eh ss ac ff 'aa zz ic #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0492.wav;adriana
#p aa pp 'oh zz dd ee zz en vv oo uw vv ii mm 'en tt uc #c aa nn un ss ii 'aa rr an wn uc zz vv 'ii dz ic uw zz ee mm ii ts 'ii dd uc ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0270.wav;adriana
#p 'ee uw ss 'oh ee ss tt 'oo uw tt en tt 'an dd uc aa zh uu dd 'aa rf #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0032.wav;adriana
#p kk on bb ii nn 'aa dd uc #e vv oo uw tt 'an mm uc zz ac nn uc ss ff aa ll 'aa rf nn 'ee ss ic dz 'ii ac ic oo rr 'aa rr ic uw ic ee ss pp 'eh rr uc kk ic sh ee gg 'ee mm uc zz ac un aa kk 'oo rf dd uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_aco/wav22/eps_neutro_aco0069.wav;adriana
#p ff un dd aa ss 'an wn zh ee tt 'uu ll ic uw vv 'aa rf gg ac zz ee ss kk rd ee vv 'ee uw ss 'oo bb rd ic uc zz rx 'eh uw zz dd uc mm en ss aa ll 'an wn #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0298.wav;adriana
#p 'eh kk 'oo mm uc ss ic ss ee pp aa rr 'aa ss ee mm uc zz uc ss pp aa pp 'eh ij ss #c ss en ts ii rr 'aa rr uc mm 'eh rr ic tt uc dd uc aa tt uu 'aa uw #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0175.wav;adriana
#p bb 'oo ac tt 'aa rf dz ic zh 'en ts ic kk ee rr 'ii dd ac #c kk ic bb 'on rx ee vv 'ee ll uc zz dd ee pp 'oo ij zz dd 'eh ss ac ss ff 'eh rr ij ac ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_ani/wav22/eps_neutro_ani0096.wav;adriana
#p uc kk 'aa rr ac nn aa mm 'oh rr ac vv oo ss 'ee #s mm 'aa zz nn 'an wn kk on ss 'eh gg ic aa bb an dd oo nn 'aa rr ac vv 'ii dd ac dz ic ss oo uw tt 'ee ij rr uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0073.wav;adriana
#p nn 'ee ss ts ic kk uu rf ss 'in nh uc vv oo ss 'ee aa pp rd 'en dz ic tt 'oo dd uc zz uc ss ss ee gg rd 'ee dd uc ss pp 'aa rr ac tt rd aa bb aa lh 'aa rf dz ic kk aa rf pp in tt 'ee ij rr uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_ani/wav22/eps_neutro_ani0146.wav;adriana
#p ac pp oo ss ii bb ii ll ii dd 'aa dz ic dz ic rx ee ff ee rr 'en ss ij ac nn uc mm ee rf kk 'aa dd uc ff ii nn an ss 'ee ij rr uc #c nn uc en tt 'an tt uc #c dd 'eh vv ic ss 'ee rf dd ac zz 'oo nn ac dd uc 'ee uw rr uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0189.wav;adriana
#p 'ee uw nn 'an wn ee ss tt 'oo uw kk on ss ee gg 'in dd uc en tt en dd 'ee rr uc kk ic vv oo ss 'ee ee ss tt 'aa ff aa ll 'an dd uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0568.wav;adriana
#p uc tt rd ii bb uu nn 'aa uw dz ic zh uu ss ts 'ii ss ac ss 'aa bb ic kk ic 'ee uw tt 'en nh uc aa tt 'eh aa gg 'oh rr ac #c nn uc tt oo tt 'aa uw #c uc ss ee gg 'un dd uc ll 'ii vv rd uc ss 'oo bb rd ic uc kk 'aa zz uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0523.wav;adriana
#p ac dd oo 'en ss ac nn 'an wn 'eh mm 'aa ij zz 'uu mm ac aa mm ee 'aa ss ac 'aa uw nn oo rf dd 'eh ss ts ic #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0133.wav;adriana
#p nn ac mm aa dd rd uu gg 'aa dd ac dz ic 'on tt en #c ac zz dz ii ss kk uu ss 'on jn zz bb uu ss kk 'aa vv an wn 'uu mm ac ss oo ll uu ss 'an wn #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0431.wav;adriana
#p uc kk ic uc ss en nh 'oo rf pp rd ee ff 'eh rr ic #q;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0650.wav;adriana
#p kk uw 'an tt uc mm 'aa ij zz vv oo ss 'ee kk on pp rd 'aa rf #c mm ee nn 'oh rf ss ee rr 'aa uc pp rd 'ee ss uc pp oo rr uu nn ii dd 'aa dz ic #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_ani/wav22/eps_neutro_ani0047.wav;adriana
#p nn 'an wn aa ss 'ii ss tt ac zh oo rf nn 'aa ij zz ic ss 'ee zh ac ff ee ll 'ii ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_ani/wav22/eps_neutro_ani0088.wav;adriana
#p ac vv 'ii #c ic ss 'oo uw bb ic kk ic 'eh rr ac 'eh ll ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_ani/wav22/eps_neutro_ani0078.wav;adriana
#p ac nn oo ts 'ii ss ij ac 'eh bb 'oo ac #c tt 'en nh uc kk ic ff aa ll 'aa rf kk on ac in pp rd 'en ss ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0118.wav;adriana
#p kk on vv ii dd 'ee ij rx ee nn 'aa tt ac pp 'aa rr ac 'ii rr 'aa uw bb 'aa ij ll ic kk oo mm 'ii gg uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0794.wav;adriana
#p aa vv 'ii ac dz 'ii tt uc kk ic ii rr 'ii ac nn ee gg oo ss ii 'aa rf ss 'ee uw tt ee rx ii tt 'oh rr ic uw #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0259.wav;adriana
#p tt rd aa dd uu ss 'an wn ee ll ee tt rd 'oo nn ic kk ac kk oo rx ii zh 'ii dd ac #c 'ee ss ic 'eh uc 'uu nn ic kk uc pp oo dd 'ee rf dd uc kk uw 'aa uw 'ee ll ic nn 'an wn 'aa bb rd ic mm 'an wn #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0135.wav;adriana
#p pp oo rf kk 'ee 'ee uw nn 'an wn tt 'en nh uc nn 'aa dd ac #q;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0557.wav;adriana
#p ff rd ee kk uw en ts ii mm 'en ts ic aa kk on tt 'eh ss en aa ss ii dd 'en ts ic ss kk on vv 'ii ts ic mm ac zz nn ac rx oo dd oo vv 'ii ac aa nh an gg uw 'eh rr ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0398.wav;adriana
#p ac zz in ff ll uu 'en ss ij ac zz vv 'en dz ic ll uu gg 'aa rr ic zz dz ii ss ts 'in tt uc zz dd ac ee uw rr 'oh pp ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0221.wav;adriana
#p ac zh 'en ts ic tt 'en in ff ll uu 'en ss ij ac en kk uw aa uw kk 'eh rf ll uu gg 'aa rf dd uc bb 'aa ij rx uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0331.wav;adriana
#p nn 'oh ss tt 'ee mm uc zz 'uu mm ac pp rd oo pp 'oh ss tt ac pp 'aa rr ac ac mm aa rr 'ii ac ic gg oo ss tt aa rr 'ii an mm uc zz dz ic en tt rd 'aa rr en kk on tt 'aa tt uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0227.wav;adriana
#p uc mm 'aa rf kk ee ts in dd uc 'oo uw tt rd uc ll 'aa dd uc dd uc mm 'un dd uc nn ac ss 'uu ac pp 'aa zh ic nn ac nn uc bb ll 'oh gg ic #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0554.wav;adriana
#p ac zz ll 'uu zz ic zz dd ac rx 'uu ac dd 'eh vv en ss 'ee rr aa pp aa gg 'aa dd ac zz 'aa zz vv 'in ts ic ic dd 'uu ac zz 'oh rr ac ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0137.wav;adriana
#p nn 'an wn pp 'oh ss uc ff aa ll 'aa rf #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0575.wav;adriana
#p tt rd 'ee zz 'oo ij tt uc zz 'eh rr uc ss 'in kk uc #c dd 'oo ij zz nn 'oh vv ic dd ee zz 'oo ij tt uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0195.wav;adriana
#p pp oo dd 'ee mm uc ss kk on ss ee gg 'ii rr 'ii ss uc ic mm 'un in tt uc mm 'aa ij ss ss ic ac tt 'uu rf mm ac ss ic zh un tt 'aa rr ac nn 'oh ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_ani/wav22/eps_neutro_ani0069.wav;adriana
#p ee ss pp 'eh rr uc kk ic ac ss kk 'oo ij zz ac zz mm ee lh 'oh rr en ac pp aa rf ts 'ii rf dz ic aa gg 'oh rr ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0016.wav;adriana
#p 'ee uw ss 'ee ij kk ic ac aa ll 'eh kk ss ij ac vv 'aa ij kk on ss ee gg 'ii rr 'eh ss ac pp rd oo mm oo ss 'an wn pp oo rf kk 'ee nn 'an wn tt 'en nn in gg 'en kk 'oo mm uc 'eh ll ac nn ac en pp rd 'ee zz ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_ani/wav22/eps_neutro_ani0081.wav;adriana
#p kk on tt rd ii bb uu 'ii rr an wn pp 'aa rr ac in ff ll aa ss 'an wn bb 'aa ij sh ac #c uc dd 'eh ff ic ss ic ts ic kk oo mm ee rf ss ii 'aa uw ic uc nn 'oo vv uc pp aa kk 'oh ts ic ff ii ss kk 'aa uw #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0369.wav;adriana
#p 'eh 'eh ss tt ac kk 'aa rf tt ac kk ic pp ee rf mm 'ii ts ic kk on pp rd 'aa rf #c rx ee ff oo rf mm 'aa rf #c kk on ss tt rd uu 'ii rf #c 'oo uw aa 'in dd ac kk ii tt 'aa rr un ff ii nn an ss ii aa mm 'en tt uc an tt ee rr ii 'oo rf #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_aco/wav22/eps_neutro_aco0101.wav;adriana
#p pp ee rf mm ii ts ii rr 'aa ac gg rd aa vv aa ss 'an wn dd ac ee ss tt rd 'eh ij ac dd uc zh oo gg aa dd 'oo rf nn uc ts 'ii mm ic #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0262.wav;adriana
#p dz ic aa bb rd 'ii uw aa tt 'eh aa gg 'oh rr ac #c ff 'oo ij ee ss kk ll uu zz ii vv aa mm 'en ts ic pp 'ee ll ac tt ee ll ee vv ii zz 'an wn #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0316.wav;adriana
#p ss ic un dz 'ii ac ss oo bb rd 'aa rr un dz in nh 'ee ij rr uc 'ee uw ff 'aa ss uc uc ee zz 'an mm ic #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0760.wav;adriana
#p dz ic aa kk 'oo rf dd uc kk on uc rx ee zh ii mm 'en tt uc in tt 'eh rf nn uc dd uc ss uu pp rd 'ee mm uc #c ac pp 'aa uw tt ac dz ic zh uu uw gg aa mm 'en tt uc ss tt 'en dz ic ss 'ee rf pp uu bb ll ii kk 'aa dd ac #c pp 'ee ll uc mm 'ee nn uc ss #c kk uw aa rr 'en tt ac ic 'oo ij tt uc 'oh rr ac zz 'an ts ic zz dd ac ss ee ss 'an wn #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0094.wav;adriana
#p vv 'oo uw ff oo kk 'aa rf nn uc kk ic 'ee uw ss 'oo uw ff 'oh rf ts ic ic nn uc kk ic ff aa rr 'ee ij nn uc rx 'in gg ic #c en vv 'ee zz dz ic mm ic pp rd ee oo kk uu pp 'aa rf kk on uc kk ic 'ee ll ic ff aa rr 'aa kk oo mm 'ii gg uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0121.wav;adriana
#p 'aa sh uc kk ic pp oo dd ee rr 'ii an mm uc ss kk on ts ii nn uu 'aa rr ac in vv ee ss ts ii gg aa ss 'an wn nn uc dd ee kk oo rx 'ee rf dd ac pp rd 'oh ss ic mm ac ff 'aa zz ic dd ac oo pp ee rr aa ss 'an wn #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0038.wav;adriana
#p nn ac dd ee ll ee gg aa ss 'ii ac ll oo kk 'aa uw #c ac mm 'oh rf ts ic nn 'an wn ee zz 'ii ss ts ic #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0314.wav;adriana
#p vv 'oo uw vv ee rr ii ff ii kk 'aa rf ss ic 'aa 'aa uw gg uc kk ic 'ee uw pp 'oh ss ac aa zh uu dd 'aa rf #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0606.wav;adriana
#p pp aa ss 'ee ij pp 'ee ll uc ll oo kk 'aa uw ic kk on ss tt aa tt 'ee ij uc kk ic dz 'ii ss ic ts ii rr 'an dd uc 'eh ss tt ac ff 'oh tt uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0223.wav;adriana
#p ss in dz ii kk 'aa tt uc dd uc zz en pp rd ee gg 'aa dd uc zz dd ac kk ii bb 'on #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0467.wav;adriana
#p oh kk 'ee ij #s mm 'aa zz vv oo ss 'ee kk on nh 'eh ss ic #q;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0586.wav;adriana
#p 'eh ss ac kk on ss 'uu uw tt ac ff 'oo ij kk an ss ee ll 'aa dd ac ic ee ss kk ll uu 'ii dd ac dd uc nn 'oh ss uc ss ii ss tt 'ee mm ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0382.wav;adriana
#p kk ic vv on tt 'aa dz ic dz ic vv 'ee rf vv oo ss 'ee nn oh vv aa mm 'en ts ic ic ts ic kk on tt 'aa rf ss 'oo bb rd ic ac kk aa rr 'oh uw #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_ani/wav22/eps_neutro_ani0116.wav;adriana
#p uc ff 'ii uw mm ic #c ss ic nn 'an wn sh 'ee gg ac ac ss 'ee rr un kk an pp ee 'an wn dz ic bb ii lh ee tt ee rr 'ii ac #c ee ss tt 'aa ll 'on zh ic dz ic nn aa uw ff rd aa gg 'aa rf #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0416.wav;adriana
#p oh kk 'ee ij #c ee ss tt 'oo uw aa gg uw aa rf dd 'an dd uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0614.wav;adriana
#p dz ic 'oo lh uc nn uc kk ic zh 'aa aa vv 'ii ac 'en tt rd ic ac zz dd 'uu ac ss kk 'oo ij zz ac ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0438.wav;adriana
#p ic dd 'ee ss ic mm 'oh dd uc ee vv ii tt 'aa rr uc zz zh 'uu rr uc zz ic 'uu mm ac nn 'oh vv ac in kk ll uu zz 'an wn dd uc ss 'ee uw nn 'oh mm ic nn uc zz 'oh rf gg an wn zz dz ic pp rd oo tt ee ss 'an wn 'aa uw kk rd 'eh dz ic tt uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_aco/wav22/eps_neutro_aco0079.wav;adriana
#p ic 'aa sh uc kk ic ac bb 'aa rx ac ff 'un dd ac aa pp rd ee zz 'en tt ac pp 'on tt uc zz dz ic ll en ts ii dd 'an wn #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0347.wav;adriana
#p dd ee tt 'aa lh ic zz dd ac zz rx 'eh gg rd ac zz dd uc zz zh 'oh gg uc zz nn ac tt 'ee vv 'ee #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0315.wav;adriana
#p nn ac ss 'eh dz ic dd uc 'eh ss ic tt 'ee zh 'oh tt ac #c 'eh ff ic aa gg 'aa ss 'ee dd ee bb aa tt 'ee uw en pp rd 'oh uw dd uc zz aa rf ts ii kk uu ll 'ii ss tt ac ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0537.wav;adriana
#p pp 'ee ll ac pp 'ii ss tt ac #c mm 'aa ij ss kk 'aa rx uc ss kk ic nn uc ss en ts 'ii dd uc aa 'ii rf tt on ss 'ee nn ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0345.wav;adriana
#p pp rd oo mm oo vv 'ii dd ac pp 'ee ll ac dz ii rr ee ss 'an wn dd ac ll ii vv rd aa rr 'ii ac kk uu uw tt 'uu rr ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0260.wav;adriana
#p zh oo zz 'eh ss 'eh rx ac kk on kk oo rf dd 'oo uw kk on tt rd 'ee sh uc zz dd ac ll 'ee ij #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0356.wav;adriana
#p uc oo bb zh ee ts 'ii vv uc 'eh kk ic mm ic dd 'ee ij sh en nn ac aa kk aa dd ee mm 'ii ac dz ic ff uu tt ee bb 'oh uw #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0125.wav;adriana
#p aa pp ee zz 'aa rf dd uc tt oo rf nn 'ee ij uw kk ic dd ee ij sh 'oo uw uc zz dd 'oo ij zz dz ic ff 'oh rr ac dd uc zh 'oo gg uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0367.wav;adriana
#p ac ss en nh 'oh rr ac kk 'eh rf kk ic 'ee uw rx ee pp 'ii tt ac #q;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0563.wav;adriana
#p ll aa mm 'aa rf kk ac aa ss ee ij tt 'oo uw uc tt rd 'aa tt uc ic ll ii bb ee rf tt 'oo uw uc ss ss oo uw dd 'aa dd uc ss ff ee rr 'ii dd uc ss kk ic aa vv 'ii ac kk on ss ee gg 'ii dd uc ff aa zz 'ee rf pp rd ii zz ii oo nn 'ee ij rr uc ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0211.wav;adriana
#p ac ss pp 'oh rf tt ac ss kk ic ff ii zz 'eh rr an wn pp oo rf kk 'aa uw zz ac dd uc mm aa rr 'ii dd uc kk on ts ii nn 'uu an wn aa bb 'eh rf tt ac ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0403.wav;adriana
#p 'eh ss ac nn oo ts 'ii ss ij ac 'eh 'oh ts ic mm ac #e ic pp aa pp 'aa ij vv 'aa ij aa dd oo rr 'aa rf ss aa bb 'ee rf kk ic vv oo ss 'ee zz vv 'en nn uc ff ii nn 'aa uw dz ic ss ee mm 'an nn ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_ani/wav22/eps_neutro_ani0025.wav;adriana
#p ac oo ll in pp 'ii ac dd ac kk uu ss tt aa rr 'aa 'aa uw gg uc en tt 'oo rf nn uc dz ic dd 'eh zz bb ii lh 'on jn ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0354.wav;adriana
#p ac mm 'aa rf zh en dz ic 'ee rx uc 'eh dz ic 'oo ij tt uc pp 'on tt uc ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0490.wav;adriana
#p ss 'in tt uc kk ic 'ee uw tt 'en nh uc kk ic gg an nh 'aa rr 'ii ss uc #c mm 'aa ss kk uw 'an dd uc aa kk aa bb 'aa rf vv 'oo uw ss en ts 'ii rf ff 'aa uw tt ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0098.wav;adriana
#p kk on uc ee ss tt 'oo zh uc ff ee sh 'aa dd uc 'eh pp oo ss 'ii vv ee uw ss en ts 'ii rr uc ss pp ee rf ff 'uu mm ic ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0792.wav;adriana
#p uc oo ff ii ss ii 'aa uw #c kk ic ee ss tt 'aa vv ac aa kk on pp an nh 'aa dd uc dz ic 'oo uw tt rd uc pp oo ll ii ss ii 'aa uw mm ii ll ii tt 'aa rf #c nn 'an wn tt ee rr 'ii ac ss 'ii dd uc rx ee kk on nh ee ss 'ii dd uc ic nn 'an wn rx ee aa zh 'ii uw #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0224.wav;adriana
#p 'ee ll ic dd 'eh vv ic aa sh 'aa rf kk ic kk on kk oo rf dd 'an mm uc ss #c nn ee gg 'an mm uc zz 'oo uw kk on dz ii zz 'ee mm uc zz bb aa zz ee 'aa dd uc en ss ii nn 'aa ij ss kk oo rf pp oo rr 'aa ij ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0133.wav;adriana
#p kk ic nn oo ts 'ii ss ij ac bb 'oo ac ss aa bb 'ee rf kk ic uc bb 'aa rf ss ac gg an nh 'oo uw dd uc rx ee 'aa uw mm aa dd rd 'ii 'on tt en #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_ani/wav22/eps_neutro_ani0098.wav;adriana
#p pp aa ll 'eh ss tt rd ac ss 'oo bb rd ic uc tt 'ee mm ac dd uc ss ss oo uw dd 'aa dd uc zz rx oo mm 'an nn uc ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0263.wav;adriana
#p ac ss ss 'eh ll uc ll ac ss tt rd 'on kk uc #c kk ic ss 'an wn ac ss ss 'eh ll uc ll ac ss kk aa pp 'aa zz ic zz dz ic ss ic tt rd an ss ff oo rf mm 'aa rr en kk uw aa uw kk 'eh rr 'oo uw tt rd uc ts 'ii pp uc dz ic tt ee ss 'ii dd uc #c ss 'an wn aa ss 'un tt uc pp oo pp uu ll 'aa rf dz ic pp ee ss kk 'ii zz ac ss #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_gen/wav22/eps_neutro_gen0120.wav;adriana
#p uc ss kk on tt 'aa tt uc ss kk on ts ii nn uu aa rr 'an wn aa tt 'eh kk ic uc pp aa gg aa mm 'en tt uc ss 'ee zh ac rx ee aa ll ii zz 'aa dd uc #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0258.wav;adriana
#p nn aa ss 'ee uw en mm 'ii uw nn oh vv ii ss 'en tt uc zz ic tt rd 'in tt ac ic kk uw 'aa tt rd uc #c pp 'ee ll ac zz mm 'an wn zz dz ic pp aa rf tt 'ee ij rr ac dd oo mm ii ss ii ll ii 'aa rf #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0021.wav;adriana
#p ac ff aa zz 'en dd ac dd uc en pp rd ee zz 'aa rr ic uw 'eh rr ac kk uw 'aa zz ic dd uc tt aa mm 'an nh uc dd ac aa uw ss tt rd 'aa ll ij ac #p;/l/disk1/awstebas/lhueda/data/speaker-adriana/eps_neutro_rf/wav22/eps_neutro_rf0219.wav;adriana
